Cluster,Date,Year,Teamleader,LULC,Subtype,Scientific_name,DBH,bole_height,total_height,crown_diameter,tree_condition_label,Stump
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,18.4,3,5,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,15.9,3,5,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,20,2.5,3.5,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,17.2,4,6,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,18.4,4,6,4,Healthy,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Blighia unijugata,22,,3,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Albizia zygia,15.8,,1.2,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Margaritaria discoideus,23.7,,1,,,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Phoenix reclinata,24.8,2,3,2,Declining health,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Markhamia lutea,20.1,3,6,2,Declining health,No
SU7,8/12/2018,2018,Miss Z,Bush,Dry Normal Land,Ficus exasperata,15.1,,1.5,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Markhamia lutea,8.2,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Markhamia lutea,12.7,,2,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Markhamia lutea,13.5,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Markhamia lutea,20.3,,1.5,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Eucalyptus grandis,38,2.5,15,6,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Artocarpus heterophylus,29.2,2,10,4,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Artocarpus heterophylus,24.9,2.5,10,5,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Artocarpus heterophylus,30.2,2.5,10,5,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Hallea stipulosa,12.9,2.5,8,4,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Vernonia amygdalina,14.9,3,6,2.5,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Vernonia amagyadalena,11.2,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Vernonia amagyadalena,10,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Vernonia amagyadalena,12.8,,1.2,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Bridelia scleroneura,14.6,,0.5,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Bridelia scleroneura,10.8,,0.5,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Bridelia scleroneura,14.1,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Bridelia scleroneura,11.4,,0.7,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Hallea stipulosa,15.5,,1,,,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Hallea stipulosa,10.6,1.5,4,4.5,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Hallea stipulosa,12.3,1.7,6,4,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,Hallea stipulosa,10.1,1.5,5,3,Healthy,No
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,NA,NA,NA,NA,NA,NA,Yes
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,NA,NA,NA,NA,NA,NA,Yes
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,NA,NA,NA,NA,NA,NA,Yes
SU8,8/12/2018,2018,Miss Z,Crops,Permanently Wet,NA,NA,NA,NA,NA,NA,Yes
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Markhamia lutea,43,,0.7,,,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,16.2,,0.5,,,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,35.6,2.5,10,6,Healthy,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,38.2,3,10,8,Healthy,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,23.1,2,8,6,Dead,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,36.1,,0.4,,,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,29,2.3,11,5,Dead,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,16.2,,0.8,,,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,33,3.2,8,9,Healthy,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,30.9,3,12,9,Healthy,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,29,1.3,11,7,Healthy,No
SU8,11/12/2018,2018,Miss Z,Crops,Dry Normal Land,Acacia polyacantha,19,,1,,,No
SU8,11/12/2018,2018,Mr. X,Crops,Dry Normal Land,Phoenix reclinata,23.2,4.5,7,2.5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Staudtia sp.,49.8,4.8,10,7,Declining health,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,17.7,3,4.5,3.5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,18.5,5,7,3.5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,18.4,4.5,6.5,3,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Vernonia amygdalina,15.1,,0.4,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Dalbergia lactea,14.4,,1.5,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Sapium ellipticum,31.6,6,8,0,Dead,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Antiaris africana,9.5,,1,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Markhamia lutea,3.7,2.4,3.5,1,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Markhamia lutea,3.6,2,3,1,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Markhamia lutea,3.6,1.8,2.5,1,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,24.8,8,10,4,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,17.5,14,15,1,Dying,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,21.6,14,15,1,Dying,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Vernonia amygdalina,11.2,1,3,1.5,Declining health,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,,20.8,,2,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,29.4,1.3,4,3.5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,15.9,,8.4,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,15.5,1.6,1.6,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,17.2,,1.3,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,23.3,1.3,2.5,2,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Vernonia amagyadalena,10.3,,1.3,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Sapium ellipticum,33.4,6,7.5,2,Dead,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,27,1.8,3.5,3,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,19.9,1.3,2.5,2,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Sterculia sp.,38.6,6,11,5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Magaritaria sp.,13,,2,,,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,17.4,3,5.5,3,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,15.1,4.5,5.5,0.5,Healthy,No
SU9,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Phoenix reclinata,19,4.5,5.5,0.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Acacia polyacantha,18.3,1.8,6,3,Dying,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,18.9,,2,,,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,16.2,,2,,,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,25.1,2,4,3.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia sp.,13.5,2.2,8,4,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia sp.,11,1.6,7,3,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia sp.,11,,2,,,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia sieberiana,20.9,1.5,9,6.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,15.4,4.5,11,5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,18.9,4.3,11,4.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,30.6,4.5,12,7,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,18,6,11,4.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,17.3,3.8,11,5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,15.2,5,8.5,3,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,14.2,,1.8,,,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,19.9,4.8,8.5,4,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Acacia polyacantha,20.7,3.8,7.5,4.5,Healthy,No
SU10,8/02/2015,2015,Mister Y,Woodlands,Dry Normal Land,Phoenix reclinata,19.7,6,9,4.5,Healthy,No
SU11,8/02/2015,2015,Mister Y,Montane,Dry Normal Land,Rhus vulgaris,3.9,1.3,4,2,Healthy,No
SU11,8/02/2015,2015,Mister Y,Montane,Dry Normal Land,Rhus vulgaris,4.2,1.3,3.5,2,Healthy,No
SU11,8/02/2015,2015,Mister Y,Montane,Dry Normal Land,Terminalia laxiflora,4,1.4,3,1,Healthy,No
SU11,8/02/2015,2015,Mister Y,Montane,Dry Normal Land,Bridelia scleroneura,19.5,1.3,4.5,4,Healthy,No
SU11,8/02/2015,2015,Mister Y,Montane,Dry Normal Land,Terminalia laxiflora,11.5,1.6,5,3.5,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,9,1.4,3.5,3,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,5.2,1.3,2,1.5,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,10.4,1.4,3.5,4,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,25.5,3.5,6.5,2.5,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,30.1,1.8,2.5,1.5,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,26,2.5,6,2,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,34.4,8,10,2,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,20,,1.4,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,26.2,2,4,2,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,12.3,1.9,6.5,3,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,11,2.3,6,3,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,17.3,2,4.5,3,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,18,2,4.7,4,Healthy,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,22,,0.9,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phyllanthus discoideus,30,,0.2,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,10,,0.6,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,21,,0.6,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,18.4,,0.2,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,16,,0.8,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,16,,0.1,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,13,,0.1,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,17,,0.7,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,19.3,,0.8,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,16,,0.1,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Phoenix reclinata,23.3,,0.6,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Acacia polyacantha,12.3,,0.2,,,No
SU12,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Eucalyptus grandis,13,2.5,6.5,2,Healthy,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Acacia polyacantha,18.3,1.8,6,3,Dying,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,18.9,,2,,,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,16.2,,2,,,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,25.1,2,4,3.5,Healthy,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,23.1,3,7,3,Healthy,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,23.5,6,7,4,Healthy,No
SU12,8/02/2015,2015,Mister Y,Woodlands,Seasonally Wet,Phoenix reclinata,27,,2,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Terminalia glaucens,28.4,,2.5,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Hymenocardia acida,11,,2,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Combretum molle,46.7,,2,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Terminalia glaucens,26.9,2,7,3,Healthy,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Terminalia glaucens,33.3,,1.8,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Allophylus africanus,14.7,,0.4,,,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Antiaris africana,3.1,1.3,2,1,Healthy,No
SU13,8/02/2015,2015,Mister Y,Crops,Dry Normal Land,Antiaris africana,3.4,1.3,2,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,4.4,2.3,3.5,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,3.3,1.4,3.51,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,3.4,2,3.5,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Albizia zygia,4.2,1.3,3,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,4.4,1.3,4,3,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Albizia zygia,8.2,1.33,3.5,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,3,2.5,3.5,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,4,1.4,3,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,NA,NA,NA,NA,NA,NA,Yes
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,5,2,6,2.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,7.2,3,6.5,2.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,4,3.5,4,0.5,Dying,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,3.1,2.8,4,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Blighia unijugata,3,1.9,4,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,9,1.8,4,3,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,10,1.7,4,3.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,8.1,2,4,3.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,8.3,2.3,4,2.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Albizia zygia,6,1.3,3,4,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,3,1.4,3,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum collinum,4.4,2,4,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum collinum,3.1,2.5,3,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Terminalia glaucens,3.4,3.5,4,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Terminalia glaucens,3.1,2.3,3,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Terminalia glaucens,3.4,2.3,3.5,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Terminalia glaucens,3.5,1.7,3,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Terminalia glaucens,3.2,2,3.5,0.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Combretum molle,3.5,1.3,2.5,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Grewia bicolor,4.3,2.56,6,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Pinus caribaea,23,3,17,6,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Pinus caribaea,26,2.5,15,6,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,5,1.3,3,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,6.2,1.3,3.5,2,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Lannea barteri,7.6,1.3,3,2.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Annona senegalensis,4.1,1.4,3,1,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Pinus caribaea,34,2.3,12,7,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,,20,,0.15,,,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Pinus caribaea,21.2,2.5,15,4.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Erythrina abyssinica,14.5,2.3,5.5,4.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Erythrina abyssinica,16.7,1.7,3.5,1.5,Healthy,No
SU13,12/12/2018,2018,Mr. X,Grassland,Dry Normal Land,Albizia zygia,16.6,1.6,6,9,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,2.5,4,1,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,4,1.4,4,1,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.8,1.8,4,1,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,7.7,2.8,6,6,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,14.9,1.3,3,2,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Croton macrostachys,4.9,1.3,3,2,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Croton macrostachys,5,1.3,3,1.5,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Croton macrostachys,4,1.3,3,2,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Terminalia glaucens,3.4,1.3,3,0.5,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Combretum collinum,3.82,2,31,1,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,10.1,6,7.5,4,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,10.2,3.8,7,4.5,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,12.3,3,7,4.5,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,14.2,3,7.5,6,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,,60.7,,0.45,,,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,31.2,1.3,10,10,Healthy,No
SU14,12/12/2018,2018,Mr. X,Bush,Dry Normal Land,Albizia zygia,15.6,4.5,10,6.5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Grewia mollis,8.1,1.4,3,1.5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Mangifera indica,4,1.4,3,1,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,27.7,2,5,2.5,Declining health,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,8.6,1.8,3.5,1,Declining health,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,21.3,2,6,3,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Artocarpus heterophylus,3.4,1.4,2.5,1,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,30,6,12,2.5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,4.1,1.5,1.8,0.5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,6.4,,0.5,,,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,7.6,1.7,3.5,2,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,5.7,1.6,3,1,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,7.2,1.6,3,1.5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Combretum collinum,15.4,1.8,4,3,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,28.6,3,12,4,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,35.2,4,15,5,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,27.6,6,12,3,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,22,6,10,3,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,27.3,6,12,4,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Pinus caribaea,18.3,4,8,2,Healthy,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Eucalyptus grandis,30.3,10,12,0.2,Dead,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Eucalyptus grandis,46.3,,1,,,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Eucalyptus grandis,34.7,12,19,0.2,Dead,No
SU14,12/12/2018,2018,Miss Z,Crops,Dry Normal Land,Stereospermum kunthiunum,13.8,1.8,4,3,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Ficus natalensis,39,2,8.5,6,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Borassus sp.,4.7,1.5,2.5,1,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Borassus sp.,23.7,2,6.5,3,Healthy,No
SU14,10/12/2018,2018,Mr. X,Crops,Dry Normal Land,Borassus sp.,28.5,2.5,7,3,Healthy,No
